#Gene_1	Gene_2	weight
znf578	znf679	0.95
znf578	znf680	0.95
znf578	znf681	0.95
znf578	znf682	0.95
znf578	znf695	0.95
znf578	znf696	0.95
znf578	znf699	0.95
znf578	znf7	0.95
znf578	znf70	0.95
znf578	znf701	0.95
znf578	znf702p	0.95
znf578	znf708	0.95
znf578	znf71	0.95
znf578	znf713	0.95
znf578	znf714	0.95
znf578	znf716	0.95
znf578	znf718	0.95
znf578	znf721	0.95
znf578	znf724p	0.95
znf578	znf726	0.95
znf578	znf727	0.53
znf578	znf728	0.95
znf578	znf729	0.95
znf578	znf730	0.95
znf578	znf732	0.95
znf578	znf735	0.95
znf578	znf736	0.95
znf578	znf737	0.95
znf578	znf74	0.53
znf578	znf761	0.95
znf578	znf765	0.95
znf578	znf766	0.95
znf578	znf768	0.95
znf578	znf774	0.95
znf578	znf778	0.95
znf578	znf780a	0.95
znf578	znf780b	0.95
znf578	znf786	0.95
znf578	znf789	0.53
znf578	znf790	0.95
znf578	znf8	0.95
znf578	znf808	0.95
znf578	znf81	0.95
znf578	znf812	0.95
znf578	znf813	0.95
znf578	znf816	0.95
znf578	znf829	0.95
znf578	znf83	0.95
znf578	znf835	0.95
znf578	znf836	0.95
znf578	znf837	0.95
znf578	znf840p	0.95
znf578	znf841	0.95
znf578	znf845	0.95
znf578	znf846	0.95
znf578	znf85	0.95
znf578	znf850	0.95
znf578	znf852	0.95
znf578	znf860	0.95
znf578	znf876p	0.95
znf578	znf879	0.95
znf578	znf880	0.95
znf578	znf883	0.95
znf578	znf888	0.95
znf578	znf891	0.95
znf578	znf90	0.95
znf578	znf91	0.95
znf578	znf92	0.95
znf578	znf93	0.95
znf578	znf98	0.95
znf578	znf99	0.95
znf578	zscan2	0.95
znf582	znf583	0.95
znf582	znf585a	0.95
znf582	znf585b	0.95
znf582	znf594	0.95
znf582	znf595	0.95
znf582	znf600	0.95
znf582	znf606	0.95
znf582	znf607	0.53
znf582	znf610	0.95
znf582	znf611	0.95
znf582	znf616	0.95
znf582	znf619	0.95
znf582	znf620	0.53
znf582	znf621	0.95
znf582	znf623	0.95
znf582	znf624	0.95
znf582	znf626	0.95
znf582	znf628	0.95
znf582	znf629	0.95
znf582	znf648	0.95
znf582	znf658	0.95
znf582	znf658b	0.95
znf582	znf66	0.95
znf582	znf660	0.95
znf582	znf664	0.95
znf582	znf665	0.95
znf582	znf667	0.95
znf582	znf668	0.53
znf582	znf672	0.95
znf582	znf675	0.95
znf582	znf676	0.95
znf582	znf677	0.95
znf582	znf678	0.95
znf582	znf679	0.95
znf582	znf680	0.95
znf582	znf681	0.95
znf582	znf682	0.95
znf582	znf695	0.95
znf582	znf696	0.95
znf582	znf699	0.95
znf582	znf7	0.95
znf582	znf70	0.95
znf582	znf701	0.95
znf582	znf702p	0.95
znf582	znf708	0.95
znf582	znf71	0.95
znf582	znf713	0.95
znf582	znf714	0.95
znf582	znf716	0.95
znf582	znf718	0.95
znf582	znf721	0.95
znf582	znf724p	0.95
znf582	znf726	0.95
znf582	znf727	0.53
znf582	znf728	0.95
znf582	znf729	0.95
znf582	znf730	0.95
znf582	znf732	0.95
znf582	znf735	0.95
znf582	znf736	0.95
znf582	znf737	0.95
znf582	znf74	0.53
znf582	znf761	0.95
znf582	znf765	0.95
znf582	znf766	0.95
znf582	znf768	0.95
znf582	znf774	0.95
znf582	znf778	0.95
znf582	znf780a	0.95
znf582	znf780b	0.95
znf582	znf786	0.95
znf582	znf789	0.53
znf582	znf790	0.95
znf582	znf8	0.95
znf582	znf808	0.95
znf582	znf81	0.95
znf582	znf812	0.95
znf582	znf813	0.95
znf582	znf816	0.95
znf582	znf829	0.95
znf582	znf83	0.95
znf582	znf835	0.95
znf582	znf836	0.95
znf582	znf837	0.95
znf582	znf840p	0.95
znf582	znf841	0.95
znf582	znf845	0.95
znf582	znf846	0.95
znf582	znf85	0.95
znf582	znf850	0.95
znf582	znf852	0.95
znf582	znf860	0.95
znf582	znf876p	0.95
znf582	znf879	0.95
znf582	znf880	0.95
znf582	znf883	0.95
znf582	znf888	0.95
znf582	znf891	0.95
znf582	znf90	0.95
znf582	znf91	0.95
znf582	znf92	0.95
znf582	znf93	0.95
znf582	znf98	0.95
znf582	znf99	0.95
znf582	zscan2	0.95
znf583	znf585a	0.95
znf583	znf585b	0.95
znf583	znf594	0.95
znf583	znf595	0.95
znf583	znf600	0.95
znf583	znf606	0.95
znf583	znf607	0.53
znf583	znf610	0.95
znf583	znf611	0.95
znf583	znf616	0.95
znf583	znf619	0.95
znf583	znf620	0.53
znf583	znf621	0.95
znf583	znf623	0.95
znf583	znf624	0.95
znf583	znf626	0.95
znf583	znf628	0.95
znf583	znf629	0.95
znf583	znf648	0.95
znf583	znf658	0.95
znf583	znf658b	0.95
znf583	znf66	0.95
znf583	znf660	0.95
znf583	znf664	0.95
znf583	znf665	0.95
znf583	znf667	0.95
znf583	znf668	0.53
znf583	znf672	0.95
znf583	znf675	0.95
znf583	znf676	0.95
znf583	znf677	0.95
znf583	znf678	0.95
znf583	znf679	0.95
znf583	znf680	0.95
znf583	znf681	0.95
znf583	znf682	0.95
znf583	znf695	0.95
znf583	znf696	0.95
znf583	znf699	0.95
znf583	znf7	0.95
znf583	znf70	0.95
znf583	znf701	0.95
znf583	znf702p	0.95
znf583	znf708	0.95
znf583	znf71	0.95
znf583	znf713	0.95
znf583	znf714	0.95
znf583	znf716	0.95
znf583	znf718	0.95
znf583	znf721	0.95
znf583	znf724p	0.95
znf583	znf726	0.95
znf583	znf727	0.53
znf583	znf728	0.95
znf583	znf729	0.95
znf583	znf730	0.95
znf583	znf732	0.95
znf583	znf735	0.95
znf583	znf736	0.95
znf583	znf737	0.95
znf583	znf74	0.53
znf583	znf761	0.95
znf583	znf765	0.95
znf583	znf766	0.95
znf583	znf768	0.95
znf583	znf774	0.95
znf583	znf778	0.95
znf583	znf780a	0.95
znf583	znf780b	0.95
znf583	znf786	0.95
znf583	znf789	0.53
znf583	znf790	0.95
znf583	znf8	0.95
znf583	znf808	0.95
znf583	znf81	0.95
znf583	znf812	0.95
znf583	znf813	0.95
znf583	znf816	0.95
znf583	znf829	0.95
znf583	znf83	0.95
znf583	znf835	0.95
znf583	znf836	0.95
znf583	znf837	0.95
znf583	znf840p	0.95
znf583	znf841	0.95
znf583	znf845	0.95
znf583	znf846	0.95
znf583	znf85	0.95
znf583	znf850	0.95
znf583	znf852	0.95
znf583	znf860	0.95
znf583	znf876p	0.95
znf583	znf879	0.95
znf583	znf880	0.95
znf583	znf883	0.95
znf583	znf888	0.95
znf583	znf891	0.95
znf583	znf90	0.95
znf583	znf91	0.95
znf583	znf92	0.95
znf583	znf93	0.95
znf583	znf98	0.95
znf583	znf99	0.95
znf583	zscan2	0.95
znf585a	znf585b	0.95
znf585a	znf594	0.95
znf585a	znf595	0.95
znf585a	znf600	0.95
znf585a	znf606	0.95
znf585a	znf607	0.53
znf585a	znf610	0.95
znf585a	znf611	0.95
znf585a	znf616	0.95
znf585a	znf619	0.95
znf585a	znf620	0.53
znf585a	znf621	0.95
znf585a	znf623	0.95
znf585a	znf624	0.95
znf585a	znf626	0.95
znf585a	znf628	0.95
znf585a	znf629	0.95
znf585a	znf648	0.95
znf585a	znf658	0.95
znf585a	znf658b	0.95
znf585a	znf66	0.95
znf585a	znf660	0.95
znf585a	znf664	0.95
znf585a	znf665	0.95
znf585a	znf667	0.95
znf585a	znf668	0.53
znf585a	znf672	0.95
znf585a	znf675	0.95
znf585a	znf676	0.95
znf585a	znf677	0.95
znf585a	znf678	0.95
znf585a	znf679	0.95
znf585a	znf680	0.95
znf585a	znf681	0.95
znf585a	znf682	0.95
znf585a	znf695	0.95
znf585a	znf696	0.95
znf585a	znf699	0.95
znf585a	znf7	0.95
znf585a	znf70	0.95
znf585a	znf701	0.95
znf585a	znf702p	0.95
znf585a	znf708	0.95
znf585a	znf71	0.95
znf585a	znf713	0.95
znf585a	znf714	0.95
znf585a	znf716	0.95
znf585a	znf718	0.95
znf585a	znf721	0.95
znf585a	znf724p	0.95
znf585a	znf726	0.95
znf585a	znf727	0.53
znf585a	znf728	0.95
znf585a	znf729	0.95
znf585a	znf730	0.95
znf585a	znf732	0.95
znf585a	znf735	0.95
znf585a	znf736	0.95
znf585a	znf737	0.95
znf585a	znf74	0.53
znf585a	znf761	0.95
znf585a	znf765	0.95
znf585a	znf766	0.95
znf585a	znf768	0.95
znf585a	znf774	0.95
znf585a	znf778	0.95
znf585a	znf780a	0.95
znf585a	znf780b	0.95
znf585a	znf786	0.95
znf585a	znf789	0.53
znf585a	znf790	0.95
znf585a	znf8	0.95
znf585a	znf808	0.95
znf585a	znf81	0.95
znf585a	znf812	0.95
znf585a	znf813	0.95
znf585a	znf816	0.95
znf585a	znf829	0.95
znf585a	znf83	0.95
znf585a	znf835	0.95
znf585a	znf836	0.95
znf585a	znf837	0.95
znf585a	znf840p	0.95
znf585a	znf841	0.95
znf585a	znf845	0.95
znf585a	znf846	0.95
znf585a	znf85	0.95
znf585a	znf850	0.95
znf585a	znf852	0.95
znf585a	znf860	0.95
znf585a	znf876p	0.95
znf585a	znf879	0.95
znf585a	znf880	0.95
znf585a	znf883	0.95
znf585a	znf888	0.95
znf585a	znf891	0.95
znf585a	znf90	0.95
znf585a	znf91	0.95
znf585a	znf92	0.95
znf585a	znf93	0.95
znf585a	znf98	0.95
znf585a	znf99	0.95
znf585a	zscan2	0.95
znf585b	znf594	0.95
znf585b	znf595	0.95
znf585b	znf600	0.95
znf585b	znf606	0.95
znf585b	znf607	0.53
znf585b	znf610	0.95
znf585b	znf611	0.95
znf585b	znf616	0.95
znf585b	znf619	0.95
znf585b	znf620	0.53
znf585b	znf621	0.95
znf585b	znf623	0.95
znf585b	znf624	0.95
znf585b	znf626	0.95
znf585b	znf628	0.95
znf585b	znf629	0.95
znf585b	znf648	0.95
znf585b	znf658	0.95
znf585b	znf658b	0.95
znf585b	znf66	0.95
znf585b	znf660	0.95
znf585b	znf664	0.95
znf585b	znf665	0.95
znf585b	znf667	0.95
znf585b	znf668	0.53
znf585b	znf672	0.95
znf585b	znf675	0.95
znf585b	znf676	0.95
znf585b	znf677	0.95
znf585b	znf678	0.95
znf585b	znf679	0.95
znf585b	znf680	0.95
znf585b	znf681	0.95
znf585b	znf682	0.95
znf585b	znf695	0.95
znf585b	znf696	0.95
znf585b	znf699	0.95
znf585b	znf7	0.95
znf585b	znf70	0.95
znf585b	znf701	0.95
znf585b	znf702p	0.95
znf585b	znf708	0.95
znf585b	znf71	0.95
znf585b	znf713	0.95
znf585b	znf714	0.95
znf585b	znf716	0.95
znf585b	znf718	0.95
znf585b	znf721	0.95
znf585b	znf724p	0.95
znf585b	znf726	0.95
znf585b	znf727	0.53
znf585b	znf728	0.95
znf585b	znf729	0.95
znf585b	znf730	0.95
znf585b	znf732	0.95
znf585b	znf735	0.95
znf585b	znf736	0.95
znf585b	znf737	0.95
znf585b	znf74	0.53
znf585b	znf761	0.95
znf585b	znf765	0.95
znf585b	znf766	0.95
znf585b	znf768	0.95
znf585b	znf774	0.95
znf585b	znf778	0.95
znf585b	znf780a	0.95
znf585b	znf780b	0.95
znf585b	znf786	0.95
znf585b	znf789	0.53
znf585b	znf790	0.95
znf585b	znf8	0.95
znf585b	znf808	0.95
znf585b	znf81	0.95
znf585b	znf812	0.95
znf585b	znf813	0.95
znf585b	znf816	0.95
znf585b	znf829	0.95
znf585b	znf83	0.95
znf585b	znf835	0.95
znf585b	znf836	0.95
znf585b	znf837	0.95
znf585b	znf840p	0.95
znf585b	znf841	0.95
znf585b	znf845	0.95
znf585b	znf846	0.95
znf585b	znf85	0.95
znf585b	znf850	0.95
znf585b	znf852	0.95
znf585b	znf860	0.95
znf585b	znf876p	0.95
znf585b	znf879	0.95
znf585b	znf880	0.95
znf585b	znf883	0.95
znf585b	znf888	0.95
znf585b	znf891	0.95
znf585b	znf90	0.95
znf585b	znf91	0.95
znf585b	znf92	0.95
znf585b	znf93	0.95
znf585b	znf98	0.95
znf585b	znf99	0.95
znf585b	zscan2	0.95
znf594	znf595	0.95
znf594	znf600	0.95
znf594	znf606	0.95
znf594	znf607	0.53
znf594	znf610	0.95
znf594	znf611	0.95
znf594	znf616	0.95
znf594	znf619	0.95
znf594	znf620	0.53
znf594	znf621	0.95
znf594	znf623	0.95
znf594	znf624	0.95
znf594	znf626	0.95
znf594	znf628	0.95
znf594	znf629	0.95
znf594	znf648	0.95
znf594	znf658	0.95
znf594	znf658b	0.95
znf594	znf66	0.95
znf594	znf660	0.95
znf594	znf664	0.95
znf594	znf665	0.95
znf594	znf667	0.95
znf594	znf668	0.53
znf594	znf672	0.95
znf594	znf675	0.95
znf594	znf676	0.95
znf594	znf677	0.95
znf594	znf678	0.95
znf594	znf679	0.95
znf594	znf680	0.95
znf594	znf681	0.95
znf594	znf682	0.95
znf594	znf695	0.95
znf594	znf696	0.95
znf594	znf699	0.95
znf594	znf7	0.95
znf594	znf70	0.95
znf594	znf701	0.95
znf594	znf702p	0.95
znf594	znf708	0.95
znf594	znf71	0.95
znf594	znf713	0.95
znf594	znf714	0.95
znf594	znf716	0.95
znf594	znf718	0.95
znf594	znf721	0.95
znf594	znf724p	0.95
znf594	znf726	0.95
znf594	znf727	0.53
znf594	znf728	0.95
znf594	znf729	0.95
znf594	znf730	0.95
znf594	znf732	0.95
znf594	znf735	0.95
znf594	znf736	0.95
znf594	znf737	0.95
znf594	znf74	0.53
znf594	znf761	0.95
znf594	znf765	0.95
znf594	znf766	0.95
znf594	znf768	0.95
znf594	znf774	0.95
znf594	znf778	0.95
znf594	znf780a	0.95
znf594	znf780b	0.95
znf594	znf786	0.95
znf594	znf789	0.53
znf594	znf790	0.95
znf594	znf8	0.95
znf594	znf808	0.95
znf594	znf81	0.95
znf594	znf812	0.95
znf594	znf813	0.95
znf594	znf816	0.95
znf594	znf829	0.95
znf594	znf83	0.95
znf594	znf835	0.95
znf594	znf836	0.95
znf594	znf837	0.95
znf594	znf840p	0.95
znf594	znf841	0.95
znf594	znf845	0.95
znf594	znf846	0.95
znf594	znf85	0.95
znf594	znf850	0.95
znf594	znf852	0.95
znf594	znf860	0.95
znf594	znf876p	0.95
znf594	znf879	0.95
znf594	znf880	0.95
znf594	znf883	0.95
znf594	znf888	0.95
znf594	znf891	0.95
znf594	znf90	0.95
znf594	znf91	0.95
znf594	znf92	0.95
znf594	znf93	0.95
znf594	znf98	0.95
znf594	znf99	0.95
znf594	zscan2	0.95
znf595	znf600	0.95
znf595	znf606	0.95
znf595	znf607	0.53
znf595	znf610	0.95
znf595	znf611	0.95
znf595	znf616	0.95
znf595	znf619	0.95
znf595	znf620	0.53
znf595	znf621	0.95
znf595	znf623	0.95
znf595	znf624	0.95
znf595	znf626	0.95
znf595	znf628	0.95
znf595	znf629	0.95
znf595	znf648	0.95
znf595	znf658	0.95
znf595	znf658b	0.95
znf595	znf66	0.95
znf595	znf660	0.95
znf595	znf664	0.95
znf595	znf665	0.95
znf595	znf667	0.95
znf595	znf668	0.53
znf595	znf672	0.95
znf595	znf675	0.95
znf595	znf676	0.95
znf595	znf677	0.95
znf595	znf678	0.95
znf595	znf679	0.95
znf595	znf680	0.95
znf595	znf681	0.95
znf595	znf682	0.95
znf595	znf695	0.95
znf595	znf696	0.95
znf595	znf699	0.95
znf595	znf7	0.95
znf595	znf70	0.95
znf595	znf701	0.95
znf595	znf702p	0.95
znf595	znf708	0.95
znf595	znf71	0.95
znf595	znf713	0.95
znf595	znf714	0.95
znf595	znf716	0.95
znf595	znf718	0.95
znf595	znf721	0.95
znf595	znf724p	0.95
znf595	znf726	0.95
znf595	znf727	0.53
znf595	znf728	0.95
znf595	znf729	0.95
znf595	znf730	0.95
znf595	znf732	0.95
znf595	znf735	0.95
znf595	znf736	0.95
znf595	znf737	0.95
znf595	znf74	0.53
znf595	znf761	0.95
znf595	znf765	0.95
znf595	znf766	0.95
znf595	znf768	0.95
znf595	znf774	0.95
znf595	znf778	0.95
znf595	znf780a	0.95
znf595	znf780b	0.95
znf595	znf786	0.95
znf595	znf789	0.53
znf595	znf790	0.95
znf595	znf8	0.95
znf595	znf808	0.95
znf595	znf81	0.95
znf595	znf812	0.95
znf595	znf813	0.95
znf595	znf816	0.95
znf595	znf829	0.95
znf595	znf83	0.95
znf595	znf835	0.95
znf595	znf836	0.95
znf595	znf837	0.95
znf595	znf840p	0.95
znf595	znf841	0.95
znf595	znf845	0.95
znf595	znf846	0.95
znf595	znf85	0.95
znf595	znf850	0.95
znf595	znf852	0.95
znf595	znf860	0.95
znf595	znf876p	0.95
znf595	znf879	0.95
znf595	znf880	0.95
znf595	znf883	0.95
znf595	znf888	0.95
znf595	znf891	0.95
znf595	znf90	0.95
znf595	znf91	0.95
znf595	znf92	0.95
znf595	znf93	0.95
znf595	znf98	0.95
znf595	znf99	0.95
znf595	zscan2	0.95
znf595	zzz3	1.00
znf600	znf606	0.95
znf600	znf607	0.53
znf600	znf610	0.95
znf600	znf611	0.95
znf600	znf616	0.95
znf600	znf619	0.95
znf600	znf620	0.53
znf600	znf621	0.95
znf600	znf623	0.95
znf600	znf624	0.95
znf600	znf626	0.95
znf600	znf628	0.95
znf600	znf629	0.95
znf600	znf648	0.95
znf600	znf658	0.95
znf600	znf658b	0.95
znf600	znf66	0.95
znf600	znf660	0.95
znf600	znf664	0.95
znf600	znf665	0.95
znf600	znf667	0.95
znf600	znf668	0.53
znf600	znf672	0.95
znf600	znf675	0.95
znf600	znf676	0.95
znf600	znf677	0.95
znf600	znf678	0.95
znf600	znf679	0.95
znf600	znf680	0.95
znf600	znf681	0.95
znf600	znf682	0.95
znf600	znf695	0.95
znf600	znf696	0.95
znf600	znf699	0.95
znf600	znf7	0.95
znf600	znf70	0.95
znf600	znf701	0.95
znf600	znf702p	0.95
znf600	znf708	0.95
znf600	znf71	0.95
znf600	znf713	0.95
znf600	znf714	0.95
znf600	znf716	0.95
znf600	znf718	0.95
znf600	znf721	0.95
znf600	znf724p	0.95
znf600	znf726	0.95
znf600	znf727	0.53
znf600	znf728	0.95
znf600	znf729	0.95
znf600	znf730	0.95
znf600	znf732	0.95
znf600	znf735	0.95
znf600	znf736	0.95
znf600	znf737	0.95
znf600	znf74	0.53
znf600	znf761	0.95
znf600	znf765	0.95
znf600	znf766	0.95
znf600	znf768	0.95
znf600	znf774	0.95
znf600	znf778	0.95
znf600	znf780a	0.95
znf600	znf780b	0.95
znf600	znf786	0.95
znf600	znf789	0.53
znf600	znf790	0.95
znf600	znf8	0.95
znf600	znf808	0.95
znf600	znf81	0.95
znf600	znf812	0.95
znf600	znf813	0.95
znf600	znf816	0.95
znf600	znf829	0.95
znf600	znf83	0.95
znf600	znf835	0.95
znf600	znf836	0.95
znf600	znf837	0.95
znf600	znf840p	0.95
znf600	znf841	0.95
znf600	znf845	0.95
znf600	znf846	0.95
znf600	znf85	0.95
znf600	znf850	0.95
znf600	znf852	0.95
znf600	znf860	0.95
znf600	znf876p	0.95
znf600	znf879	0.95
znf600	znf880	0.95
znf600	znf883	0.95
znf600	znf888	0.95
znf600	znf891	0.95
znf600	znf90	0.95
znf600	znf91	0.95
znf600	znf92	0.95
znf600	znf93	0.95
znf600	znf98	0.95
znf600	znf99	0.95
znf600	zscan2	0.95
znf606	znf607	0.53
znf606	znf610	0.95
znf606	znf611	0.95
znf606	znf616	0.95
znf606	znf619	0.95
znf606	znf620	0.53
znf606	znf621	0.95
znf606	znf623	0.95
znf606	znf624	0.95
znf606	znf626	0.95
znf606	znf628	0.95
znf606	znf629	0.95
znf606	znf648	0.95
znf606	znf658	0.95
znf606	znf658b	0.95
znf606	znf66	0.95
znf606	znf660	0.95
znf606	znf664	0.95
znf606	znf665	0.95
znf606	znf667	0.95
znf606	znf668	0.53
znf606	znf672	0.95
znf606	znf675	0.95
znf606	znf676	0.95
znf606	znf677	0.95
znf606	znf678	0.95
znf606	znf679	0.95
znf606	znf680	0.95
znf606	znf681	0.95
znf606	znf682	0.95
znf606	znf695	0.95
znf606	znf696	0.95
znf606	znf699	0.95
znf606	znf7	0.95
znf606	znf70	0.95
znf606	znf701	0.95
znf606	znf702p	0.95
znf606	znf708	0.95
znf606	znf71	0.95
znf606	znf713	0.95
znf606	znf714	0.95
znf606	znf716	0.95
znf606	znf718	0.95
znf606	znf721	0.95
znf606	znf724p	0.95
znf606	znf726	0.95
znf606	znf727	0.53
znf606	znf728	0.95
znf606	znf729	0.95
znf606	znf730	0.95
znf606	znf732	0.95
znf606	znf735	0.95
znf606	znf736	0.95
znf606	znf737	0.95
znf606	znf74	0.53
znf606	znf761	0.95
znf606	znf765	0.95
znf606	znf766	0.95
znf606	znf768	0.95
znf606	znf774	0.95
znf606	znf778	0.95
znf606	znf780a	0.95
znf606	znf780b	0.95
znf606	znf786	0.95
znf606	znf789	0.53
znf606	znf790	0.95
znf606	znf8	0.95
znf606	znf808	0.95
znf606	znf81	0.95
znf606	znf812	0.95
znf606	znf813	0.95
znf606	znf816	0.95
znf606	znf829	0.95
znf606	znf83	0.95
znf606	znf835	0.95
znf606	znf836	0.95
znf606	znf837	0.95
znf606	znf840p	0.95
znf606	znf841	0.95
znf606	znf845	0.95
znf606	znf846	0.95
znf606	znf85	0.95
znf606	znf850	0.95
znf606	znf852	0.95
znf606	znf860	0.95
znf606	znf876p	0.95
znf606	znf879	0.95
znf606	znf880	0.95
znf606	znf883	0.95
znf606	znf888	0.95
znf606	znf891	0.95
znf606	znf90	0.95
znf606	znf91	0.95
znf606	znf92	0.95
znf606	znf93	0.95
znf606	znf98	0.95
znf606	znf99	0.95
znf606	zscan2	0.95
znf607	znf610	0.53
znf607	znf611	0.53
znf607	znf616	0.53
znf607	znf619	0.53
znf607	znf620	0.53
znf607	znf621	0.53
znf607	znf623	0.53
znf607	znf624	0.53
znf607	znf626	0.53
znf607	znf628	0.53
znf607	znf629	0.53
znf607	znf648	0.53
znf607	znf658	0.53
znf607	znf658b	0.53
znf607	znf66	0.53
znf607	znf660	0.53
znf607	znf664	0.53
znf607	znf665	0.53
znf607	znf667	0.53
znf607	znf668	0.53
znf607	znf672	0.53
znf607	znf675	0.53
znf607	znf676	0.53
znf607	znf677	0.53
znf607	znf678	0.53
znf607	znf679	0.53
znf607	znf680	0.53
znf607	znf681	0.53
znf607	znf682	0.53
znf607	znf695	0.53
znf607	znf696	0.53
znf607	znf699	0.53
znf607	znf7	0.53
znf607	znf70	0.53
znf607	znf701	0.53
znf607	znf702p	0.53
znf607	znf708	0.53
znf607	znf71	0.53
znf607	znf713	0.53
znf607	znf714	0.53
znf607	znf716	0.53
znf607	znf718	0.53
znf607	znf721	0.53
znf607	znf724p	0.53
znf607	znf726	0.53
znf607	znf727	0.53
znf607	znf728	0.53
znf607	znf729	0.53
znf607	znf730	0.53
znf607	znf732	0.53
znf607	znf735	0.53
znf607	znf736	0.53
znf607	znf737	0.53
znf607	znf74	0.53
znf607	znf761	0.53
znf607	znf765	0.53
znf607	znf766	0.53
znf607	znf768	0.53
znf607	znf774	0.53
znf607	znf778	0.53
znf607	znf780a	0.53
znf607	znf780b	0.53
znf607	znf786	0.53
znf607	znf789	0.53
znf607	znf790	0.53
znf607	znf8	0.53
znf607	znf808	0.53
znf607	znf81	0.53
znf607	znf812	0.53
znf607	znf813	0.53
znf607	znf816	0.53
znf607	znf829	0.53
znf607	znf83	0.53
znf607	znf835	0.53
znf607	znf836	0.53
znf607	znf837	0.53
znf607	znf840p	0.53
znf607	znf841	0.53
znf607	znf845	0.53
znf607	znf846	0.53
znf607	znf85	0.53
znf607	znf850	0.53
znf607	znf852	0.53
znf607	znf860	0.53
znf607	znf876p	0.53
znf607	znf879	0.53
znf607	znf880	0.53
znf607	znf883	0.53
znf607	znf888	0.53
znf607	znf891	0.53
znf607	znf90	0.53
znf607	znf91	0.53
znf607	znf92	0.53
znf607	znf93	0.53
znf607	znf98	0.53
znf607	znf99	0.53
znf607	zscan2	0.53
znf610	znf611	0.95
znf610	znf616	0.95
znf610	znf619	0.95
znf610	znf620	0.53
znf610	znf621	0.95
znf610	znf623	0.95
znf610	znf624	0.95
znf610	znf626	0.95
znf610	znf628	0.95
znf610	znf629	0.95
znf610	znf648	0.95
znf610	znf658	0.95
znf610	znf658b	0.95
znf610	znf66	0.95
znf610	znf660	0.95
znf610	znf664	0.95
znf610	znf665	0.95
znf610	znf667	0.95
znf610	znf668	0.53
znf610	znf672	0.95
znf610	znf675	0.95
znf610	znf676	0.95
znf610	znf677	0.95
znf610	znf678	0.95
znf610	znf679	0.95
znf610	znf680	0.95
znf610	znf681	0.95
znf610	znf682	0.95
znf610	znf695	0.95
znf610	znf696	0.95
znf610	znf699	0.95
znf610	znf7	0.95
znf610	znf70	0.95
znf610	znf701	0.95
znf610	znf702p	0.95
znf610	znf708	0.95
znf610	znf71	0.95
znf610	znf713	0.95
znf610	znf714	0.95
znf610	znf716	0.95
znf610	znf718	0.95
znf610	znf721	0.95
znf610	znf724p	0.95
znf610	znf726	0.95
znf610	znf727	0.53
znf610	znf728	0.95
znf610	znf729	0.95
znf610	znf730	0.95
znf610	znf732	0.95
znf610	znf735	0.95
znf610	znf736	0.95
znf610	znf737	0.95
znf610	znf74	0.53
znf610	znf761	0.95
znf610	znf765	0.95
znf610	znf766	0.95
znf610	znf768	0.95
znf610	znf774	0.95
znf610	znf778	0.95
znf610	znf780a	0.95
znf610	znf780b	0.95
znf610	znf786	0.95
znf610	znf789	0.53
znf610	znf790	0.95
znf610	znf8	0.95
znf610	znf808	0.95
znf610	znf81	0.95
znf610	znf812	0.95
znf610	znf813	0.95
znf610	znf816	0.95
znf610	znf829	0.95
znf610	znf83	0.95
znf610	znf835	0.95
znf610	znf836	0.95
znf610	znf837	0.95
znf610	znf840p	0.95
znf610	znf841	0.95
znf610	znf845	0.95
znf610	znf846	0.95
znf610	znf85	0.95
znf610	znf850	0.95
znf610	znf852	0.95
znf610	znf860	0.95
znf610	znf876p	0.95
znf610	znf879	0.95
znf610	znf880	0.95
znf610	znf883	0.95
znf610	znf888	0.95
znf610	znf891	0.95
znf610	znf90	0.95
znf610	znf91	0.95
znf610	znf92	0.95
znf610	znf93	0.95
znf610	znf98	0.95
znf610	znf99	0.95
znf610	zscan2	0.95
znf611	znf616	0.95
znf611	znf619	0.95
znf611	znf620	0.53
znf611	znf621	0.95
znf611	znf623	0.95
znf611	znf624	0.95
znf611	znf626	0.95
znf611	znf628	0.95
znf611	znf629	0.95
znf611	znf648	0.95
znf611	znf658	0.95
znf611	znf658b	0.95
znf611	znf66	0.95
znf611	znf660	0.95
znf611	znf664	0.95
znf611	znf665	0.95
znf611	znf667	0.95
znf611	znf668	0.53
znf611	znf672	0.95
znf611	znf675	0.95
znf611	znf676	0.95
znf611	znf677	0.95
znf611	znf678	0.95
znf611	znf679	0.95
znf611	znf680	0.95
znf611	znf681	0.95
znf611	znf682	0.95
znf611	znf695	0.95
znf611	znf696	0.95
znf611	znf699	0.95
znf611	znf7	0.95
znf611	znf70	0.95
znf611	znf701	0.95
znf611	znf702p	0.95
znf611	znf708	0.95
znf611	znf71	0.95
znf611	znf713	0.95
znf611	znf714	0.95
znf611	znf716	0.95
znf611	znf718	0.95
znf611	znf721	0.95
znf611	znf724p	0.95
znf611	znf726	0.95
znf611	znf727	0.53
znf611	znf728	0.95
znf611	znf729	0.95
znf611	znf730	0.95
znf611	znf732	0.95
znf611	znf735	0.95
znf611	znf736	0.95
znf611	znf737	0.95
znf611	znf74	0.53
znf611	znf761	0.95
znf611	znf765	0.95
znf611	znf766	0.95
znf611	znf768	0.95
znf611	znf774	0.95
znf611	znf778	0.95
znf611	znf780a	0.95
znf611	znf780b	0.95
znf611	znf786	0.95
znf611	znf789	0.53
